origin-folder,doc-name,prediction
comp.graphics,38980,comp.windows.x
comp.graphics,38981,comp.windows.x
comp.graphics,38982,comp.graphics
comp.graphics,38983,comp.graphics
comp.graphics,38984,comp.graphics
comp.graphics,38985,sci.med
comp.graphics,38986,misc.forsale
comp.graphics,38987,comp.graphics
comp.graphics,38988,comp.graphics
comp.graphics,38989,rec.motorcycles
comp.graphics,38990,comp.graphics
comp.graphics,38991,comp.graphics
comp.graphics,38992,comp.windows.x
comp.graphics,38993,misc.forsale
comp.graphics,38994,comp.windows.x
comp.graphics,38995,comp.sys.ibm.pc.hardware
comp.graphics,38996,comp.graphics
comp.graphics,38997,comp.graphics
comp.graphics,38998,comp.windows.x
comp.graphics,38999,sci.space
comp.graphics,39000,sci.med
comp.graphics,39001,comp.os.ms-windows.misc
comp.graphics,39002,sci.space
comp.graphics,39003,sci.med
comp.graphics,39004,comp.sys.mac.hardware
comp.graphics,39005,comp.sys.mac.hardware
comp.graphics,39006,comp.graphics
comp.graphics,39007,comp.windows.x
comp.graphics,39008,comp.graphics
comp.graphics,39009,misc.forsale
comp.graphics,39010,sci.space
comp.graphics,39011,comp.os.ms-windows.misc
comp.graphics,39012,comp.graphics
comp.graphics,39013,comp.os.ms-windows.misc
comp.graphics,39014,sci.crypt
comp.graphics,39015,comp.graphics
comp.graphics,39016,comp.graphics
comp.graphics,39017,comp.windows.x
comp.graphics,39018,comp.os.ms-windows.misc
comp.graphics,39019,comp.graphics
comp.graphics,39020,sci.space
comp.graphics,39021,comp.graphics
comp.graphics,39022,misc.forsale
comp.graphics,39023,comp.graphics
comp.graphics,39024,sci.electronics
comp.graphics,39025,comp.windows.x
comp.graphics,39026,comp.os.ms-windows.misc
comp.graphics,39027,comp.graphics
comp.graphics,39028,comp.sys.ibm.pc.hardware
comp.graphics,39029,rec.autos
comp.graphics,39030,sci.med
comp.graphics,39031,comp.os.ms-windows.misc
comp.graphics,39032,sci.crypt
comp.graphics,39033,sci.med
comp.graphics,39034,sci.space
comp.graphics,39035,comp.graphics
comp.graphics,39036,sci.space
comp.graphics,39037,comp.graphics
comp.graphics,39038,sci.space
comp.graphics,39039,comp.graphics
comp.graphics,39040,soc.religion.christian
comp.graphics,39041,comp.graphics
comp.graphics,39042,sci.med
comp.graphics,39043,sci.med
comp.graphics,39044,comp.sys.ibm.pc.hardware
comp.graphics,39045,comp.graphics
comp.graphics,39046,comp.graphics
comp.graphics,39047,comp.graphics
comp.graphics,39048,comp.graphics
comp.graphics,39049,comp.graphics
comp.graphics,39050,comp.sys.ibm.pc.hardware
comp.graphics,39051,comp.graphics
comp.graphics,39052,comp.graphics
comp.graphics,39053,sci.space
comp.graphics,39054,talk.politics.guns
comp.graphics,39055,comp.windows.x
comp.graphics,39056,comp.graphics
comp.graphics,39058,sci.med
comp.graphics,39059,comp.graphics
comp.graphics,39060,comp.graphics
comp.graphics,39061,comp.sys.mac.hardware
comp.graphics,39062,comp.graphics
comp.graphics,39063,comp.os.ms-windows.misc
comp.graphics,39064,soc.religion.christian
comp.graphics,39065,comp.graphics
comp.graphics,39066,talk.politics.mideast
comp.graphics,39067,comp.graphics
comp.graphics,39068,comp.graphics
comp.graphics,39069,comp.graphics
comp.graphics,39070,comp.graphics
comp.graphics,39071,sci.med
comp.graphics,39072,comp.graphics
comp.graphics,39073,comp.graphics
comp.graphics,39074,comp.graphics
comp.graphics,39075,alt.atheism
comp.graphics,39076,comp.os.ms-windows.misc
comp.graphics,39077,misc.forsale
comp.graphics,39078,comp.graphics
comp.graphics,39079,comp.graphics
comp.graphics,39080,comp.graphics
comp.graphics,39081,comp.graphics
comp.graphics,39082,sci.space
comp.graphics,39083,sci.space
comp.graphics,39084,comp.graphics
comp.graphics,39487,comp.graphics
comp.graphics,39488,comp.graphics
comp.graphics,39489,comp.graphics
comp.graphics,39490,sci.space
comp.graphics,39495,comp.graphics
comp.graphics,39496,sci.space
comp.graphics,39497,comp.graphics
comp.graphics,39498,comp.graphics
comp.graphics,39499,comp.sys.mac.hardware
comp.graphics,39500,sci.med
comp.graphics,39615,comp.sys.mac.hardware
comp.graphics,39617,comp.os.ms-windows.misc
comp.graphics,39618,comp.graphics
comp.graphics,39619,comp.windows.x
comp.graphics,39620,talk.politics.guns
comp.graphics,39621,comp.graphics
comp.graphics,39622,comp.sys.ibm.pc.hardware
comp.graphics,39623,misc.forsale
comp.graphics,39624,comp.windows.x
comp.graphics,39625,comp.windows.x
comp.graphics,39626,comp.sys.mac.hardware
comp.graphics,39627,comp.graphics
comp.graphics,39628,comp.graphics
comp.graphics,39629,sci.med
comp.graphics,39630,comp.graphics
comp.graphics,39631,comp.graphics
comp.graphics,39632,sci.med
comp.graphics,39633,sci.crypt
comp.graphics,39634,misc.forsale
comp.graphics,39635,misc.forsale
comp.graphics,39636,comp.graphics
comp.graphics,39637,comp.graphics
comp.graphics,39638,comp.graphics
comp.graphics,39639,comp.graphics
comp.graphics,39640,comp.graphics
comp.graphics,39641,comp.graphics
comp.graphics,39642,comp.windows.x
comp.graphics,39643,sci.electronics
comp.graphics,39644,comp.graphics
comp.graphics,39645,comp.graphics
comp.graphics,39646,sci.space
comp.graphics,39647,sci.med
comp.graphics,39648,sci.electronics
comp.graphics,39649,comp.graphics
comp.graphics,39651,sci.space
comp.graphics,39652,comp.graphics
comp.graphics,39654,comp.graphics
comp.graphics,39655,comp.graphics
comp.graphics,39656,comp.windows.x
comp.graphics,39657,comp.graphics
comp.graphics,39658,comp.graphics
comp.graphics,39659,misc.forsale
comp.graphics,39660,comp.graphics
comp.graphics,39661,sci.space
comp.graphics,39662,comp.graphics
comp.graphics,39663,comp.graphics
comp.graphics,39664,sci.med
comp.graphics,39665,comp.graphics
comp.graphics,39666,comp.windows.x
comp.graphics,39667,talk.politics.mideast
comp.graphics,39669,comp.os.ms-windows.misc
comp.graphics,39670,sci.electronics
comp.graphics,39671,comp.os.ms-windows.misc
comp.graphics,39672,comp.windows.x
comp.graphics,39673,soc.religion.christian
comp.graphics,39674,comp.graphics
comp.graphics,39675,comp.os.ms-windows.misc
comp.graphics,39676,comp.sys.mac.hardware
comp.graphics,39677,comp.graphics
comp.graphics,39736,comp.graphics
comp.graphics,39737,comp.graphics
comp.graphics,39738,comp.graphics
comp.graphics,40008,talk.politics.guns
comp.graphics,40027,comp.graphics
comp.graphics,40062,comp.graphics
comp.os.ms-windows.misc,10601,comp.graphics
comp.os.ms-windows.misc,10602,comp.graphics
comp.os.ms-windows.misc,10603,comp.graphics
comp.os.ms-windows.misc,10604,comp.sys.mac.hardware
comp.os.ms-windows.misc,10605,alt.atheism
comp.os.ms-windows.misc,10606,soc.religion.christian
comp.os.ms-windows.misc,10607,sci.med
comp.os.ms-windows.misc,10608,comp.windows.x
comp.os.ms-windows.misc,10609,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10610,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10611,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10612,sci.med
comp.os.ms-windows.misc,10613,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10614,comp.windows.x
comp.os.ms-windows.misc,10615,alt.atheism
comp.os.ms-windows.misc,10616,sci.electronics
comp.os.ms-windows.misc,10617,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10618,comp.graphics
comp.os.ms-windows.misc,10619,comp.graphics
comp.os.ms-windows.misc,10620,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10622,comp.graphics
comp.os.ms-windows.misc,10633,comp.graphics
comp.os.ms-windows.misc,10634,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10635,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10636,rec.motorcycles
comp.os.ms-windows.misc,10637,comp.graphics
comp.os.ms-windows.misc,10638,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10639,comp.sys.ibm.pc.hardware
comp.os.ms-windows.misc,10640,sci.electronics
comp.os.ms-windows.misc,10641,comp.windows.x
comp.os.ms-windows.misc,10642,comp.windows.x
comp.os.ms-windows.misc,10643,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10644,comp.windows.x
comp.os.ms-windows.misc,10645,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10646,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10647,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10648,misc.forsale
comp.os.ms-windows.misc,10649,talk.politics.mideast
comp.os.ms-windows.misc,10650,comp.graphics
comp.os.ms-windows.misc,10660,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10661,talk.politics.guns
comp.os.ms-windows.misc,10662,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10663,comp.graphics
comp.os.ms-windows.misc,10664,comp.graphics
comp.os.ms-windows.misc,10672,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10673,talk.politics.guns
comp.os.ms-windows.misc,10674,comp.windows.x
comp.os.ms-windows.misc,10675,sci.med
comp.os.ms-windows.misc,10683,talk.politics.guns
comp.os.ms-windows.misc,10684,comp.graphics
comp.os.ms-windows.misc,10685,comp.graphics
comp.os.ms-windows.misc,10692,sci.space
comp.os.ms-windows.misc,10693,sci.electronics
comp.os.ms-windows.misc,10694,comp.sys.ibm.pc.hardware
comp.os.ms-windows.misc,10695,rec.autos
comp.os.ms-windows.misc,10696,rec.autos
comp.os.ms-windows.misc,10697,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10698,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10723,comp.sys.mac.hardware
comp.os.ms-windows.misc,10724,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10725,comp.graphics
comp.os.ms-windows.misc,10726,comp.graphics
comp.os.ms-windows.misc,10727,sci.med
comp.os.ms-windows.misc,10728,comp.graphics
comp.os.ms-windows.misc,10729,comp.sys.mac.hardware
comp.os.ms-windows.misc,10730,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10731,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10732,comp.sys.mac.hardware
comp.os.ms-windows.misc,10733,soc.religion.christian
comp.os.ms-windows.misc,10734,rec.sport.baseball
comp.os.ms-windows.misc,10735,comp.graphics
comp.os.ms-windows.misc,10740,comp.windows.x
comp.os.ms-windows.misc,10741,sci.med
comp.os.ms-windows.misc,10742,comp.sys.ibm.pc.hardware
comp.os.ms-windows.misc,10743,comp.graphics
comp.os.ms-windows.misc,10765,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10766,comp.sys.ibm.pc.hardware
comp.os.ms-windows.misc,10767,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10768,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10769,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10770,sci.space
comp.os.ms-windows.misc,10771,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10780,comp.graphics
comp.os.ms-windows.misc,10781,comp.graphics
comp.os.ms-windows.misc,10782,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10783,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10784,rec.motorcycles
comp.os.ms-windows.misc,10785,comp.sys.ibm.pc.hardware
comp.os.ms-windows.misc,10786,comp.windows.x
comp.os.ms-windows.misc,10787,comp.sys.mac.hardware
comp.os.ms-windows.misc,10788,comp.windows.x
comp.os.ms-windows.misc,10789,comp.graphics
comp.os.ms-windows.misc,10790,rec.motorcycles
comp.os.ms-windows.misc,10791,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10792,comp.graphics
comp.os.ms-windows.misc,10793,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10794,comp.graphics
comp.os.ms-windows.misc,10795,comp.windows.x
comp.os.ms-windows.misc,10796,talk.politics.misc
comp.os.ms-windows.misc,10797,sci.space
comp.os.ms-windows.misc,10798,comp.graphics
comp.os.ms-windows.misc,10799,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10800,comp.graphics
comp.os.ms-windows.misc,10801,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10802,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10803,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10804,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10805,sci.electronics
comp.os.ms-windows.misc,10806,comp.windows.x
comp.os.ms-windows.misc,10807,sci.med
comp.os.ms-windows.misc,10808,misc.forsale
comp.os.ms-windows.misc,10809,comp.windows.x
comp.os.ms-windows.misc,10810,sci.med
comp.os.ms-windows.misc,10811,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10812,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10813,comp.graphics
comp.os.ms-windows.misc,10814,comp.graphics
comp.os.ms-windows.misc,10815,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10816,comp.sys.ibm.pc.hardware
comp.os.ms-windows.misc,10817,sci.space
comp.os.ms-windows.misc,10818,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10819,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10820,comp.graphics
comp.os.ms-windows.misc,10821,rec.motorcycles
comp.os.ms-windows.misc,10822,comp.windows.x
comp.os.ms-windows.misc,10823,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10824,comp.sys.ibm.pc.hardware
comp.os.ms-windows.misc,10825,sci.crypt
comp.os.ms-windows.misc,10826,comp.windows.x
comp.os.ms-windows.misc,10827,comp.windows.x
comp.os.ms-windows.misc,10828,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10829,sci.crypt
comp.os.ms-windows.misc,10830,comp.graphics
comp.os.ms-windows.misc,10831,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10832,comp.graphics
comp.os.ms-windows.misc,10833,sci.med
comp.os.ms-windows.misc,10834,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10835,comp.sys.ibm.pc.hardware
comp.os.ms-windows.misc,10836,sci.electronics
comp.os.ms-windows.misc,10837,soc.religion.christian
comp.os.ms-windows.misc,10838,comp.graphics
comp.os.ms-windows.misc,10839,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10840,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10841,sci.space
comp.os.ms-windows.misc,10842,misc.forsale
comp.os.ms-windows.misc,10843,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10844,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10845,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10846,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10847,comp.graphics
comp.os.ms-windows.misc,10848,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10849,rec.autos
comp.os.ms-windows.misc,10850,sci.crypt
comp.os.ms-windows.misc,10851,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10852,sci.med
comp.os.ms-windows.misc,10853,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10854,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10855,soc.religion.christian
comp.os.ms-windows.misc,10856,sci.electronics
comp.os.ms-windows.misc,10857,soc.religion.christian
comp.os.ms-windows.misc,10858,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10859,sci.space
comp.os.ms-windows.misc,10862,comp.graphics
comp.os.ms-windows.misc,10863,comp.graphics
comp.os.ms-windows.misc,10864,comp.graphics
comp.os.ms-windows.misc,10865,comp.windows.x
comp.os.ms-windows.misc,10866,comp.graphics
comp.os.ms-windows.misc,10867,rec.motorcycles
comp.os.ms-windows.misc,10868,comp.windows.x
comp.os.ms-windows.misc,10869,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10870,comp.windows.x
comp.os.ms-windows.misc,10871,sci.space
comp.os.ms-windows.misc,10872,comp.graphics
comp.os.ms-windows.misc,10873,comp.sys.mac.hardware
comp.os.ms-windows.misc,10874,comp.windows.x
comp.os.ms-windows.misc,10903,sci.electronics
comp.os.ms-windows.misc,10904,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10905,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10906,misc.forsale
comp.os.ms-windows.misc,10907,comp.graphics
comp.os.ms-windows.misc,10908,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10909,sci.electronics
comp.os.ms-windows.misc,10910,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10911,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10933,rec.motorcycles
comp.os.ms-windows.misc,10934,comp.graphics
comp.os.ms-windows.misc,10935,rec.motorcycles
comp.os.ms-windows.misc,10936,soc.religion.christian
comp.os.ms-windows.misc,10937,comp.windows.x
comp.os.ms-windows.misc,10938,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10939,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10940,sci.space
comp.os.ms-windows.misc,10941,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10942,comp.os.ms-windows.misc
comp.os.ms-windows.misc,10943,sci.med
comp.os.ms-windows.misc,10944,comp.graphics
comp.os.ms-windows.misc,10945,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,60979,misc.forsale
comp.sys.ibm.pc.hardware,60980,sci.med
comp.sys.ibm.pc.hardware,60981,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,60982,misc.forsale
comp.sys.ibm.pc.hardware,60983,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,60984,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,60985,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,60986,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,60987,soc.religion.christian
comp.sys.ibm.pc.hardware,60988,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,60989,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,60990,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,60991,rec.autos
comp.sys.ibm.pc.hardware,60992,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,60993,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,60994,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,60995,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,60996,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,60997,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,60998,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,60999,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61000,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61001,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61002,comp.graphics
comp.sys.ibm.pc.hardware,61003,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61004,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61005,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61006,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61007,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61008,comp.graphics
comp.sys.ibm.pc.hardware,61009,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61010,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61011,misc.forsale
comp.sys.ibm.pc.hardware,61012,sci.electronics
comp.sys.ibm.pc.hardware,61013,sci.crypt
comp.sys.ibm.pc.hardware,61014,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61015,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61018,sci.electronics
comp.sys.ibm.pc.hardware,61019,sci.electronics
comp.sys.ibm.pc.hardware,61020,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61021,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61022,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61023,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61024,comp.graphics
comp.sys.ibm.pc.hardware,61025,comp.graphics
comp.sys.ibm.pc.hardware,61026,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61027,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61028,comp.graphics
comp.sys.ibm.pc.hardware,61029,misc.forsale
comp.sys.ibm.pc.hardware,61030,comp.os.ms-windows.misc
comp.sys.ibm.pc.hardware,61031,sci.med
comp.sys.ibm.pc.hardware,61032,sci.electronics
comp.sys.ibm.pc.hardware,61033,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61034,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61035,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61036,rec.autos
comp.sys.ibm.pc.hardware,61037,sci.med
comp.sys.ibm.pc.hardware,61038,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61039,rec.motorcycles
comp.sys.ibm.pc.hardware,61040,misc.forsale
comp.sys.ibm.pc.hardware,61041,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61042,talk.politics.guns
comp.sys.ibm.pc.hardware,61043,misc.forsale
comp.sys.ibm.pc.hardware,61044,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61045,comp.sys.mac.hardware
comp.sys.ibm.pc.hardware,61046,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61047,comp.sys.ibm.pc.hardware
comp.sys.ibm.pc.hardware,61048,comp.graphics
comp.sys.ibm.pc.hardware,61049,comp.graphics
comp.sys.ibm.pc.hardware,61050,comp.sys.ibm.pc.hardware
